,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,Fire Alarm
16,0.5155357578716134,0.6224014892956872,0.0,0.0,0.5779904306220094,0.6671590349581487,0.9885669885670012,4.185942349806644e-05,5.546719445609793e-05,0.0,5.6014984586248045e-05,6.164567372260407e-05,0.0006401792501900532,0.0
17,0.5157188186477911,0.619298789947254,0.0,0.0,0.5770334928229661,0.6701132447070406,0.9892329892330025,3.697582408995869e-05,4.90840649353565e-05,0.0,4.969692580210453e-05,5.468514114128356e-05,0.0006801904533269316,0.0
18,0.5158896753722236,0.616661495501086,0.0,0.0,0.578309409888357,0.6737239455112425,0.9888999888999876,3.488285291505537e-05,4.622266204674827e-05,0.0,4.6672733030426075e-05,5.1354742777015374e-05,0.0007202016564638098,0.0
19,0.5160727361484013,0.6132485262178095,0.0,0.00010067114093959776,0.5808612440191387,0.6784835056622351,0.9879009879009857,2.8603939390345402e-05,3.785856129543192e-05,0.0,3.8274337817357245e-05,4.212953930799251e-05,0.0007602128596006882,0.0
20,0.5162435928728338,0.6113869066087495,0.0,0.0,0.581499202551834,0.679304119481372,0.9853479853479996,2.651096821544208e-05,3.521726632133202e-05,0.0,3.5731704404226314e-05,3.9298700698364554e-05,0.0008002240627375664,0.0
21,0.5164144495972663,0.6093701520322681,0.0,0.0,0.5802232854864431,0.6816018381749549,0.986679986679988,2.3022682923936546e-05,3.059500011665719e-05,0.0,3.1012422690460576e-05,3.4103279250106195e-05,0.0008402352658744448,0.0
22,0.516597510373444,0.6084393422277381,0.0,0.0,0.5818181818181816,0.6847201706876742,0.9883449883449913,2.162736880733433e-05,2.8614028886082265e-05,0.0,2.8835774389825767e-05,3.173869641147578e-05,0.0008802464690113232,0.0
23,0.5167683670978765,0.6064225876512566,0.0,0.00025167785234899397,0.5827751196172248,0.6847201706876742,0.9892329892330025,1.88367405741299e-05,2.4652086424932417e-05,0.0,2.4867725275394163e-05,2.734257057064178e-05,0.0009202576721482014,0.0
24,0.5169392238223091,0.6053366428793049,0.0,0.0,0.5837320574162677,0.6870178893812571,0.9898989898989896,1.7441426457527686e-05,2.2891223108865812e-05,0.0,2.3057062087255472e-05,2.5377635535723553e-05,0.0009602688752850798,0.0
25,0.5171222845984867,0.6036301582376667,0.0,1.6778523489933105e-05,0.5840510366826153,0.6891514853110126,0.9903429903429952,1.4650798224323256e-05,1.9589604391240934e-05,0.0,1.9763196074790404e-05,2.1747501318671234e-05,0.001000280078421958,0.0
26,0.5172931413229193,0.6025442134657151,0.0,6.711409395973155e-05,0.5853269537480061,0.6906285901854585,0.9900099900099946,1.395314116602215e-05,1.8048848989682657e-05,0.0,1.827999325046403e-05,2.0115606120179824e-05,0.0010402912815588364,0.0
27,0.5174639980473518,0.5992863791498603,0.0005,0.0007550335570469802,0.5773524720893142,0.6865255210897749,0.9900099900099946,1.1860169991118827e-05,1.2766259041482855e-05,2.2770881182680534e-06,1.2809478937364152e-05,1.3254985489787366e-05,0.0010803024846957148,0.0
28,0.5176470588235295,0.6025442134657151,0.0006000000000000001,0.0009228187919463086,0.5754385964912281,0.6843919251600195,0.9898989898989896,1.1162512932817718e-05,1.2326043212466208e-05,2.1144389669631922e-06,1.2404969076184231e-05,1.2822033702432504e-05,0.0011203136878325931,0.0
29,0.517817915547962,0.6107663667390629,0.0003333333333333334,0.0007214765100671148,0.57511961722488,0.6853766617429837,0.9904539904540002,1.046485587451661e-05,1.1445611554432906e-05,1.9517898156583315e-06,1.1461112733431083e-05,1.185621817679473e-05,0.0011603248909694715,0.0
30,0.5179887722723945,0.6196090598820974,0.0002666666666666667,0.0005872483221476517,0.578309409888357,0.6880026259642213,0.9901209901209995,9.767198816215505e-06,1.1005395725416256e-05,1.9517898156583315e-06,1.0960291000541657e-05,1.1323354438511823e-05,0.0012003360941063496,0.0
31,0.518159628996827,0.6281414830902885,0.00013333333333333334,0.0006711409395973155,0.5786283891547046,0.6898079763663221,0.9901209901209995,9.069541757914397e-06,9.904856152874631e-06,1.7891406643534705e-06,9.900860411737104e-06,1.0257626961946003e-05,0.001240347297243228,0.0
32,0.5183304857212595,0.636518771331058,0.00018333333333333334,0.0006711409395973155,0.5776714513556618,0.6889873625471852,0.9890109890109926,8.371884699613288e-06,9.244532409349655e-06,1.6264915130486096e-06,9.380776304505777e-06,9.69145924002041e-06,0.0012803585003801064,0.0
33,0.5185135464974372,0.6444306546695625,0.0,0.00033557046979865775,0.5799043062200955,0.6917774495322502,0.9897879897879989,7.674227641312182e-06,8.364100751316354e-06,1.4638423617437484e-06,8.359870464385025e-06,8.625731763454595e-06,0.0013203697035169847,0.0
34,0.5186844032218697,0.6515668631709587,0.0,0.00023489932885906086,0.5808612440191387,0.6922698178237319,0.9873459873459893,6.976570583011075e-06,7.923884922299704e-06,1.3011932104388877e-06,7.859048731495598e-06,8.126172008814366e-06,0.001360380906653863,0.0
35,0.5188552599463022,0.6574619919329816,5e-05,0.00021812080536912776,0.5811802232854864,0.6932545544066961,0.9881229881229956,6.2789135247099666e-06,6.823345349758079e-06,1.1385440591340267e-06,6.915192388742451e-06,7.1603564831765935e-06,0.0014003921097907413,0.0
36,0.5190261166707347,0.6633571206950046,0.0,0.0001677852348993293,0.581499202551834,0.6932545544066961,0.9882339882340005,5.581256466408859e-06,6.383129520741428e-06,1.1385440591340267e-06,6.472157778878729e-06,6.694100712179048e-06,0.0014404033129276196,0.0
37,0.5191969733951672,0.668631709587341,0.0,0.00021812080536912776,0.5837320574162677,0.6950599048087969,0.9873459873459893,4.8835994081077524e-06,5.722805777216453e-06,9.758949078291657e-07,5.643875682176987e-06,5.828197137469319e-06,0.001480414516064498,0.0
38,0.5193678301195997,0.673130623642569,0.0,0.0,0.5837320574162677,0.6978499917938619,0.988455988455982,4.8835994081077524e-06,5.282589948199803e-06,9.758949078291657e-07,5.258628195338968e-06,5.428549333757138e-06,0.0015204257192013763,0.0
39,0.5195386868440323,0.6774744027303753,0.0001,0.00025167785234899397,0.581499202551834,0.6962087641555881,0.9888999888999876,4.185942349806644e-06,4.622266204674827e-06,8.132457565243048e-07,4.545920344688631e-06,4.695861693618138e-06,0.0015604369223382547,0.0
40,0.5197095435684648,0.6815079118833385,0.00011666666666666667,0.00010067114093959776,0.5837320574162677,0.6952240275726242,0.9894549894549982,4.185942349806644e-06,4.182050375658177e-06,8.132457565243048e-07,4.218459980876312e-06,4.36282185719132e-06,0.0016004481254751329,0.0
41,0.5198804002928973,0.6852311511014582,0.0,0.0,0.5853269537480061,0.6993270966683078,0.9893439893439933,3.4882852915055375e-06,3.961942461149852e-06,6.505966052194438e-07,3.929524365747799e-06,4.063086004407183e-06,0.0016404593286120112,0.0
42,0.5200512570173298,0.6878684455476264,0.0,0.0001677852348993293,0.58341307814992,0.6971935007385524,0.9888999888999876,2.7906282332044295e-06,3.301618717624877e-06,6.505966052194438e-07,3.370915509832671e-06,3.496918282481592e-06,0.0016804705317488896,0.0
43,0.5202221137417623,0.6909711448960595,0.0,0.0,0.5859649122807014,0.6971935007385524,0.988455988455982,2.7906282332044295e-06,3.081510803116552e-06,4.879474539145829e-07,3.120504643387959e-06,3.230486413340134e-06,0.001720481734885768,0.0
44,0.5203929704661948,0.6942289792119144,0.0,0.0,0.5869218500797446,0.69981946495979,0.9890109890109926,2.092971174903322e-06,2.6412949740999014e-06,4.879474539145829e-07,2.6582076591823354e-06,2.764230642342592e-06,0.0017604929380226463,0.0
45,0.5205638271906273,0.6999689730065156,0.00013333333333333334,6.711409395973155e-05,0.5846889952153109,0.6986706056129983,0.9881229881229956,2.092971174903322e-06,1.980971230574926e-06,3.252983026097219e-07,1.926237434190098e-06,1.9982390185609095e-06,0.0018005041411595247,0.0
46,0.5207346839150598,0.7019857275829972,0.00015000000000000001,0.00010067114093959776,0.5859649122807014,0.6999835877236174,0.9881229881229956,1.3953141166022148e-06,1.760863316066601e-06,3.252983026097219e-07,1.77213843945489e-06,1.8317191003475006e-06,0.0018405153442964028,0.0
47,0.5209055406394923,0.703847347192057,0.0,0.0,0.586602870813397,0.700475956015099,0.9871239871239936,1.3953141166022148e-06,1.540755401558276e-06,3.252983026097219e-07,1.5024651986682764e-06,1.5652872312060459e-06,0.0018805265474332812,0.0
48,0.5210763973639249,0.7049332919640087,0.0,0.0,0.5888357256778307,0.7019530608895455,0.986679986679988,1.3953141166022148e-06,1.3206474870499507e-06,1.6264915130486096e-07,1.3868909526168704e-06,1.4320712966353186e-06,0.0019205377505701596,0.0
49,0.5212472540883574,0.7071051815079118,0.0,0.0001342281879194631,0.5875598086124398,0.7008042015427538,0.9845709845709933,1.3953141166022148e-06,1.1005395725416255e-06,1.6264915130486096e-07,1.1750048348559598e-06,1.1989434111365458e-06,0.0019605489537070377,0.0
50,0.5214181108127899,0.7077257213775985,0.0001,0.0002684563758389262,0.5853269537480061,0.6996553421959626,0.9833499833499957,6.976570583011074e-07,1.1005395725416255e-06,1.6264915130486096e-07,1.0786929631464528e-06,1.0990314602085005e-06,0.002000560156843916,0.0
51,0.5215889675372224,0.7094322060192366,0.00023333333333333333,0.00018456375838926242,0.5869218500797446,0.7008042015427538,0.9822399822399888,6.976570583011074e-07,8.804316580333005e-07,1.6264915130486096e-07,9.05331594069346e-07,9.325115419950879e-07,0.0020405713599807944,0.0
52,0.5217598242616549,0.7106732857586099,0.00018333333333333334,6.711409395973155e-05,0.5881977671451355,0.7022813064171998,0.9813519813519918,6.976570583011074e-07,8.804316580333005e-07,1.6264915130486096e-07,8.282820967017421e-07,8.659035747097275e-07,0.002080582563117673,0.0
53,0.5219184769343422,0.7114489605957183,0.00018333333333333334,6.711409395973155e-05,0.5885167464114831,0.7014606925980633,0.9829059829059901,6.976570583011074e-07,6.603237435249753e-07,1.6264915130486096e-07,6.934454763084352e-07,7.326876401390002e-07,0.002120593766254551,0.0
54,0.5220893336587747,0.7123797704002481,6.666666666666667e-05,0.0,0.5888357256778307,0.7021171836533728,0.9841269841269877,6.976570583011074e-07,6.603237435249753e-07,1.6264915130486096e-07,6.356583532827323e-07,6.660796728536365e-07,0.0021606049693914295,0.0
55,0.5222601903832073,0.7162581445857895,0.0,0.0,0.5955342902711322,0.707533234859675,0.9845709845709933,6.976570583011074e-07,4.4021582901665025e-07,1.6264915130486096e-07,5.393464815732255e-07,5.661677219255911e-07,0.002200616172528308,0.0
56,0.5224310471076398,0.7120695004654048,0.0,0.0,0.594577352472089,0.7072049893320203,0.9844599844599884,6.976570583011074e-07,4.4021582901665025e-07,1.6264915130486096e-07,5.008217328894255e-07,4.995597546402274e-07,0.0022406273756651863,0.0
57,0.5226019038320724,0.7030716723549488,0.0,0.0,0.5964912280701751,0.7068767438043655,0.9831279831279858,3.069691056524873e-05,3.653791380838197e-05,8.132457565243048e-07,3.6714085495663264e-05,3.899896484558042e-05,0.0022806385788020646,0.0
58,0.5227605565047596,0.6925224945702761,0.0,0.0,0.5968102073365231,0.7076973576235024,0.9836829836829963,2.3022682923936546e-05,2.7293381399032315e-05,6.505966052194438e-07,2.75066705602346e-05,2.9207593654631963e-05,0.002320649781938943,0.0
59,0.5229314132291921,0.6827489916227117,0.0,1.6778523489933105e-05,0.5968102073365231,0.7088462169702936,0.9841269841269877,9.767198816215505e-06,1.1445611554432906e-05,3.252983026097219e-07,1.144185035908918e-05,1.2155954029578868e-05,0.002360660985075821,0.0
60,0.5231022699536247,0.6732857586099906,6.666666666666667e-05,0.00010067114093959776,0.5958532695374799,0.7073691120958476,0.9842379842379927,5.581256466408859e-06,7.043453264266404e-06,1.6264915130486096e-07,7.011504260451956e-06,7.426788352318048e-06,0.0024006721882126993,0.0
61,0.5232731266780571,0.6649084703692212,0.00018333333333333334,0.00025167785234899397,0.5936204146730462,0.7070408665681929,0.985902985902996,1.604611234092547e-05,1.8268956904190985e-05,1.1385440591340267e-06,1.829925562480593e-05,1.928300652911278e-05,0.0024406833913495777,0.0
62,0.5234317793507445,0.65730685696556,0.0,0.0,0.5942583732057414,0.7086820942064662,0.9872349872349844,1.4650798224323256e-05,1.716841733164936e-05,1.1385440591340267e-06,1.7201300287317575e-05,1.8150671085261597e-05,0.002480694594486456,0.0
63,0.523602636075177,0.6503257834315854,0.0,0.0003020134228187924,0.5958532695374799,0.7106515673723943,0.9879009879009857,1.2557827049419933e-05,1.4307014443041132e-05,8.132457565243048e-07,1.4292681761690526e-05,1.5053400606492188e-05,0.0025207057976233344,0.0
64,0.5237734927996096,0.6442755197021408,0.0001666666666666667,0.00018456375838926242,0.5952153110047846,0.7086820942064662,0.9887889887889969,1.1162512932817718e-05,1.2986366955991181e-05,8.132457565243048e-07,1.3059889803808863e-05,1.3787849228070276e-05,0.0025607170007602128,0.0
65,0.5239321454722968,0.6391560657772261,0.00045000000000000004,0.00025167785234899397,0.5929824561403505,0.7067126210405381,0.9885669885670012,1.046485587451661e-05,1.1885827383449556e-05,8.132457565243048e-07,1.2019721589346211e-05,1.2688817767861777e-05,0.002600728203897091,0.0
66,0.5241030021967293,0.6348122866894197,0.00030000000000000003,0.00021812080536912776,0.5939393939393938,0.7086820942064662,0.9890109890109926,9.069541757914397e-06,1.034507198189128e-05,6.505966052194438e-07,1.0420944518968431e-05,1.0990314602085004e-05,0.0026407394070339695,0.0
67,0.5242616548694167,0.6304685076016134,0.00038333333333333334,0.00035234899328859086,0.594577352472089,0.7080256031511571,0.9908979908979916,8.371884699613288e-06,9.684748238366305e-06,6.505966052194438e-07,9.804548540027599e-06,1.0324234929231367e-05,0.002680750610170848,0.0
68,0.5244325115938492,0.6270555383183368,0.00021666666666666668,0.00011744966442953086,0.5948963317384366,0.7073691120958476,0.9895659895660032,7.674227641312182e-06,8.58420866582468e-06,4.879474539145829e-07,8.629543705171637e-06,9.09198753445214e-06,0.002720761813307726,0.0
69,0.5246033683182817,0.6233322991002171,0.00011666666666666667,0.00011744966442953086,0.7196172248803823,0.7078614803873298,0.9900099900099946,6.976570583011075e-06,7.923884922299704e-06,4.879474539145829e-07,8.07093484925651e-06,8.525819812526549e-06,0.0027607730164446046,0.0
70,0.5247620209909691,0.6202295997517839,0.00030000000000000003,1.6778523489933105e-05,0.5936204146730462,0.7065484982767107,0.9898989898989896,6.2789135247099666e-06,7.043453264266404e-06,4.879474539145829e-07,7.050029009135758e-06,7.426788352318048e-06,0.0028007842195814825,0.0
71,0.5249328777154015,0.6175923053056158,0.00030000000000000003,0.00020134228187919465,0.5952153110047846,0.7104874446085669,0.9902319902320045,5.581256466408859e-06,4.138028792756512e-05,4.879474539145829e-07,6.568469650588234e-06,6.92722859767782e-06,0.002840795422718361,0.0
72,0.5250915303880889,0.6149550108594477,0.00030000000000000003,0.0002852348993288593,0.5936204146730462,0.7067126210405381,0.9891219891219976,4.8835994081077524e-06,5.722805777216453e-06,3.252983026097219e-07,5.682400430860789e-06,5.994717055682729e-06,0.0028808066258552392,0.0
73,0.5252623871125215,0.6127831213155445,0.00030000000000000003,0.00021812080536912776,0.594577352472089,0.7072049893320203,0.9901209901209995,4.8835994081077524e-06,5.282589948199803e-06,3.252983026097219e-07,5.277890569680867e-06,5.561765268327862e-06,0.0029208178289921176,0.0
74,0.5254210397852088,0.6106112317716413,0.0002,0.0001677852348993293,0.5948963317384366,0.7083538486788115,0.9905649905649909,4.185942349806644e-06,4.622266204674827e-06,3.252983026097219e-07,4.545920344688631e-06,4.795773644546183e-06,0.002960829032128996,0.0
75,0.5255918965096412,0.6079739373254731,0.0003333333333333334,0.0002852348993288593,0.5926634768740029,0.7065484982767107,0.9908979908979916,3.4882852915055375e-06,4.182050375658177e-06,3.252983026097219e-07,4.218459980876312e-06,4.429429824476683e-06,0.0030008402352658743,0.0
76,0.5257505491823287,0.6071982624883648,0.0003166666666666667,0.0,0.5933014354066986,0.7062202527490564,0.9906759906759959,2.7906282332044295e-06,3.521726632133202e-06,1.6264915130486096e-07,3.602064001935483e-06,3.796654135265729e-06,0.0030408514384027527,0.0
77,0.5259214059067611,0.6050263729444617,3.3333333333333335e-05,8.389261744966466e-05,0.5958532695374799,0.7080256031511571,0.9911199911199873,2.7906282332044295e-06,3.301618717624877e-06,1.6264915130486096e-07,3.3323907611488693e-06,3.530222266124274e-06,0.003080862641539631,0.0
78,0.5260800585794485,0.60394042817251,0.0002666666666666667,0.0001342281879194631,0.5958532695374799,0.706056129985229,0.9907869907870008,2.7906282332044295e-06,2.8614028886082265e-06,1.6264915130486096e-07,2.8508314026013448e-06,2.9973585278413645e-06,0.0031208738446765094,0.0
79,0.5262387112521357,0.6020788085634501,0.00025,6.711409395973155e-05,0.5961722488038275,0.7080256031511571,0.9892329892330025,2.092971174903322e-06,2.6412949740999014e-06,1.6264915130486096e-07,2.6196829104985332e-06,2.764230642342592e-06,0.003160885047813388,0.0
80,0.5264095679765682,0.6008377288240769,0.00030000000000000003,8.389261744966466e-05,0.5952153110047846,0.7080256031511571,0.9901209901209995,2.092971174903322e-06,2.201079145083251e-06,1.6264915130486096e-07,2.2344354236605116e-06,2.3645828386304098e-06,0.0032008962509502657,0.0
81,0.5265682206492557,0.600372323921812,0.0001,0.0,0.5971291866028707,0.7091744624979484,0.9906759906759959,2.092971174903322e-06,1.980971230574926e-06,1.6264915130486096e-07,2.0418116802415036e-06,2.164758936774319e-06,0.003240907454087144,0.0
82,0.5267268733219429,0.5995966490847037,0.00011666666666666667,0.00011744966442953086,0.5971291866028707,0.7091744624979484,0.9905649905649909,1.3953141166022148e-06,1.760863316066601e-06,1.6264915130486096e-07,1.733613690771088e-06,1.8317191003475006e-06,0.0032809186572240225,0.0
83,0.5268977300463755,0.5983555693453304,0.0002,0.00033557046979865775,0.5948963317384366,0.7078614803873298,0.9914529914530021,1.3953141166022148e-06,1.540755401558276e-06,1.6264915130486096e-07,1.5987770703777814e-06,1.6985031657767731e-06,0.003320929860360901,0.0
84,0.5270563827190627,0.5968042196711139,0.00025,0.00033557046979865775,0.5958532695374799,0.7065484982767107,0.9917859917860028,1.3953141166022148e-06,1.3206474870499507e-06,1.6264915130486096e-07,1.3483662039330686e-06,1.4320712966353186e-06,0.003360941063497779,0.0
85,0.5272150353917502,0.5946323301272106,0.0006833333333333333,0.0008053691275167786,0.5891547049441783,0.7022813064171998,0.9908979908979916,1.3953141166022148e-06,1.3206474870499507e-06,0.0,1.2327919578816626e-06,1.2988553620645914e-06,0.0034009522666346576,0.0
86,0.5273858921161827,0.5980452994104871,0.00075,0.0008892617449664433,0.5894736842105259,0.7044149023469553,0.9914529914530021,6.976570583011074e-07,1.1005395725416255e-06,0.0,1.1364800861721578e-06,1.1989434111365458e-06,0.003440963469771536,0.0
87,0.5275445447888699,0.6061123177164133,0.0009000000000000001,0.0010402684563758395,0.5875598086124398,0.7027736747086819,0.9917859917860028,6.976570583011074e-07,8.804316580333005e-07,0.0,9.63118717095049e-07,9.991195092804548e-07,0.0034809746729084143,0.0
88,0.5277031974615574,0.6160409556313993,0.00055,0.0008053691275167786,0.589792663476874,0.7045790251107826,0.9912309912310064,6.976570583011074e-07,8.804316580333005e-07,0.0,8.86069219727445e-07,9.325115419950879e-07,0.0035209858760452926,0.0
89,0.5278618501342446,0.6250387837418554,0.0007,0.0006543624161073833,0.5904306220095692,0.7042507795831279,0.9911199911199873,6.976570583011074e-07,6.603237435249753e-07,0.0,7.319702249922372e-07,7.659916237816821e-07,0.003560997079182171,0.0
90,0.5280327068586772,0.6332609370152033,0.0005666666666666667,0.0006208053691275171,0.5881977671451355,0.7039225340554736,0.9904539904540002,6.976570583011074e-07,6.603237435249753e-07,0.0,6.741831019665343e-07,6.993836564963185e-07,0.0036010082823190494,0.0
91,0.5281913595313645,0.6407074154514427,0.00043333333333333337,0.0006879194630872486,0.5929824561403505,0.7057278844575743,0.9910089910089965,6.976570583011074e-07,6.603237435249753e-07,0.0,5.586088559151265e-07,5.994717055682729e-07,0.0036410194854559273,0.0
92,0.5283500122040519,0.6484641638225256,0.00030000000000000003,0.00036912751677852396,0.5923444976076553,0.706056129985229,0.9918969918969935,6.976570583011074e-07,4.4021582901665025e-07,0.0,5.200841072313264e-07,5.328637382829093e-07,0.0036810306885928057,0.0
93,0.5285086648767392,0.6543592925845485,0.0005833333333333334,0.0006375838926174502,0.5926634768740029,0.7053996389299195,0.9922299922300084,6.976570583011074e-07,4.4021582901665025e-07,0.0,4.430346098637225e-07,4.662557709975423e-07,0.003721041891729684,0.0
94,0.5286673175494265,0.6605646912814148,0.00045000000000000004,0.0004026845637583893,0.5913875598086125,0.7058920072214017,0.9923409923409992,0.0,4.4021582901665025e-07,0.0,4.045098611799206e-07,4.3295178735486376e-07,0.0037610530948665624,0.0
95,0.528838174273859,0.6656841452063295,0.00038333333333333334,0.0003187919463087255,0.5933014354066986,0.706056129985229,0.9931179931179912,1.5348455282624365e-05,1.5187446101074431e-05,6.3433169008895775e-06,1.517875098141797e-05,1.4953488655564142e-05,0.0038010642980034408,0.0
96,0.5289968269465463,0.6704933291964008,0.00055,0.00035234899328859086,0.5920255183413077,0.7052355161660921,0.9933399933400011,1.395314116602215e-05,1.3866798614024482e-05,5.855369446974994e-06,1.3830384777484902e-05,1.3621329309856867e-05,0.003841075501140319,0.0
97,0.5291554796192337,0.6749922432516289,0.00035,0.0002852348993288593,0.5939393939393938,0.7045790251107826,0.9926739926739998,1.1162512932817718e-05,1.078528781090793e-05,4.554176236536107e-06,1.080619200580645e-05,1.0657274765658185e-05,0.0038810867042771975,0.0
98,0.5293141322919209,0.6791808873720137,0.0003166666666666667,0.0003020134228187924,0.5936204146730462,0.7072049893320203,0.9931179931179912,9.767198816215505e-06,9.684748238366305e-06,4.066228782621524e-06,9.65044954529239e-06,9.524939321807003e-06,0.003921097907414075,0.0
99,0.5294727849646084,0.68259385665529,0.00023333333333333333,8.389261744966466e-05,0.5948963317384366,0.7068767438043655,0.9914529914530021,8.371884699613288e-06,7.923884922299704e-06,3.41563217740208e-06,7.974622977547004e-06,7.85974013967291e-06,0.003961109110550954,0.0
100,0.5296314376372957,0.6858516909711448,0.0003166666666666667,0.00023489932885906086,0.5929824561403505,0.7050713934022648,0.9927849927850048,7.674227641312182e-06,7.263561178774729e-06,3.090333874792358e-06,7.358226998606174e-06,7.2602684341046385e-06,0.004001120313687832,0.0
101,0.529790090309983,0.6891095252869995,0.0003333333333333334,0.0001342281879194631,0.594577352472089,0.7063843755128834,0.9904539904540002,6.2789135247099666e-06,6.383129520741428e-06,2.7650355721826365e-06,6.395108281511126e-06,6.294452908466862e-06,0.0040411315168247105,0.0
102,0.5299487429826704,0.6915916847657462,0.00013333333333333334,0.0001677852348993293,0.5948963317384366,0.7072049893320203,0.9912309912310064,6.2789135247099666e-06,5.942913691724778e-06,2.6023864208777753e-06,5.971336045989303e-06,5.894805104754683e-06,0.004081142719961589,0.0
103,0.5301073956553577,0.694849519081601,0.0002666666666666667,0.00010067114093959776,0.5961722488038275,0.7076973576235024,0.9918969918969935,5.581256466408859e-06,5.282589948199803e-06,2.2770881182680534e-06,5.200841072313265e-06,5.128813480973002e-06,0.004121153923098467,0.0
104,0.530266048328045,0.6965560037232392,3.3333333333333335e-05,0.0,0.5958532695374799,0.7086820942064662,0.9917859917860028,4.8835994081077524e-06,4.8423741191831525e-06,2.1144389669631922e-06,4.8348559598171455e-06,4.7624696609035014e-06,0.004161165126235346,0.0
105,0.5304247010007324,0.6991932981694073,0.00025,0.00010067114093959776,0.5939393939393938,0.7080256031511571,0.9920079920079985,4.185942349806644e-06,4.182050375658177e-06,1.7891406643534705e-06,4.179935232192512e-06,4.129693971692547e-06,0.004201176329372224,0.0
106,0.5305833536734197,0.7005895128762022,0.00015000000000000001,1.6778523489933105e-05,0.598086124401914,0.7080256031511571,0.9923409923409992,4.185942349806644e-06,3.961942461149852e-06,1.6264915130486096e-06,3.890999617063996e-06,3.82995811890841e-06,0.004241187532509102,0.0
107,0.530742006346107,0.7032268073223704,0.0002,3.355704697986621e-05,0.5952153110047846,0.7068767438043655,0.9925629925629949,3.4882852915055375e-06,3.521726632133202e-06,1.4638423617437484e-06,3.602064001935483e-06,3.563526249766956e-06,0.004281198735645981,0.0
